Geneid,glyphosatea,glyphosateb,watera,waterb
LOC122597584,0,0,0,0
LOC122597585,0,1,0,0
LOC122595831,218,120,206,310
LOC122596194,200,265,381,261
LOC122597586,0,3,1,0
LOC122596130,1130,1100,1379,1243
LOC122598209,11562,10136,701,530
LOC122596351,262,195,210,210
LOC122596482,783,860,738,675
LOC122595083,10,6,0,0
LOC122597587,11,10,8,6
LOC122597733,445,378,842,654
LOC122595182,924,850,584,788
LOC122598151,11,8,34,45
LOC122598657,0,0,5,0
LOC122598652,1,2,7,13
LOC122597588,6,7,28,16
LOC122594964,13,21,101,70
LOC122596572,299,275,345,309
LOC122597905,83,228,1744,1148
LOC122598517,0,0,0,0
TRNAN-GUU_5,0,0,0,0
LOC122595108,374,352,786,577
LOC122595107,298,261,215,194
LOC122595500,2782,2546,2970,2069
LOC122596534,63,147,492,424
LOC122597589,9,11,13,15
LOC122596007,1028,2379,6390,4930
LOC122598306,409,366,789,623
LOC122595536,1269,1460,2937,3021
LOC122598422,0,0,0,0
LOC122595908,1220,848,4010,3433
LOC122595144,415,440,449,350
LOC122595143,1609,1578,1284,1117
LOC122598540,199,131,398,332
LOC122598541,29,21,31,24
LOC122596397,3696,3454,2608,2359
LOC122596480,146,174,247,202
LOC122598710,1,2,4,6
LOC122595804,172,159,356,277
LOC122596781,8,18,54,59
LOC122596183,180,135,316,255
LOC122596082,155,124,178,164
LOC122595481,621,681,1134,982
LOC122597590,1,0,0,0
LOC122596766,26,47,186,139
LOC122598104,9,17,12,10
LOC122596769,157,103,87,67
LOC122596655,51,57,126,107
LOC122598033,445,477,782,705
LOC122598059,2122,1799,1915,1416
LOC122598627,18,5,2,6
LOC122597592,0,0,0,0
LOC122598008,57,65,215,119
LOC122598152,166,207,158,121
LOC122596066,195,149,228,206
LOC122596065,2686,2248,2987,2625
LOC122597899,266,107,280,509
LOC122597594,0,0,0,0
LOC122596092,1055,649,2748,2589
LOC122595042,4497,4036,6261,4026
LOC122597769,44,32,182,132
LOC122595295,3256,2899,5176,4229
LOC122595446,1628,1347,2619,2380
LOC122596190,172,101,147,105
LOC122594838,0,0,0,0
LOC122598522,14,24,259,299
LOC122595930,392,278,423,273
LOC122595688,33,63,337,333
LOC122595689,21,27,41,32
LOC122595654,865,1255,1445,962
LOC122597597,0,0,0,0
LOC122596429,181,175,173,151
LOC122597598,0,0,0,0
LOC122598099,14,12,37,26
LOC122595310,1381,948,267,224
LOC122596841,95,88,210,121
LOC122595044,6127,5201,6068,4606
LOC122597599,587,470,809,508
LOC122597600,0,0,1,0
LOC122595798,5,3,4,3
LOC122595797,18,11,3,2
LOC122595796,470,412,1006,882
LOC122596748,399,114,26,31
LOC122598370,880,652,3,5
LOC122595553,1368,747,731,513
LOC122596695,57,91,103,69
LOC122597601,4,1,3,3
LOC122597957,685,779,2855,2256
LOC122598629,0,0,0,0
LOC122595618,1321,1044,1728,1542
LOC122594914,2,0,0,0
LOC122596701,876,531,700,517
LOC122597602,0,0,0,0
LOC122597603,2,1,0,0
LOC122597604,25,22,3,1
LOC122595627,44,66,273,201
LOC122595626,47,70,187,92
LOC122598577,1107,1312,7596,5679
LOC122597824,1149,1399,93,53
LOC122596619,2344,1446,8257,8109
LOC122596453,156,165,285,275
LOC122596553,177,270,629,468
LOC122596537,404,430,527,445
LOC122596444,992,890,1102,688
LOC122595750,773,738,625,527
LOC122597606,2,6,1,2
LOC122598346,5,16,65,36
LOC122595756,252,265,926,830
LOC122598496,7,5,20,9
LOC122598198,3,1,3,3
LOC122597608,0,0,0,0
LOC122594820,0,1,2,1
LOC122596526,2770,3168,2712,2286
LOC122597919,379,137,29,21
LOC122595347,924,451,347,598
LOC122598513,58,28,86,32
LOC122598514,22,17,29,15
LOC122596611,52,108,740,460
LOC122597891,14,48,177,131
LOC122595582,347,320,574,486
LOC122595068,1501,1498,2033,1441
LOC122597609,0,1,1,0
LOC122597610,0,1,0,0
LOC122598451,0,1,0,1
LOC122596476,93,116,286,205
LOC122598581,1,8,7,3
LOC122598518,6,7,17,40
LOC122596462,105,434,1300,1106
LOC122596511,4,4,8,8
LOC122596510,885,770,884,663
LOC122594863,1,11,10,5
LOC122596609,78,167,508,246
LOC122597801,2457,2436,2206,1654
LOC122597612,28,27,3,2
LOC122597613,103,104,105,56
LOC122595437,172,364,858,941
LOC122596230,308,264,399,339
LOC122597729,727,746,1056,854
LOC122597614,0,0,2,1
LOC122597615,0,0,0,0
LOC122597616,0,0,0,0
LOC122597618,68,171,17,8
LOC122595070,16788,15386,291,181
LOC122597619,0,0,0,0
LOC122596392,305,319,815,703
LOC122595497,713,645,687,549
LOC122597620,0,0,0,0
LOC122595124,20921,15007,20379,14223
LOC122595981,678,459,1114,1112
LOC122598693,0,2,11,4
LOC122598186,1,3,1,1
LOC122595953,611,621,77,77
LOC122595676,828,779,1738,1508
LOC122598034,2,1,0,0
LOC122597621,0,0,0,0
LOC122596460,53,54,161,152
LOC122597881,72,75,114,93
LOC122598231,0,0,2,4
LOC122596784,339,489,90,77
LOC122597622,1,4,1,1
LOC122596473,6752,5517,2373,1913
LOC122595993,1916,1897,480,482
LOC122598607,0,1,0,0
LOC122597623,0,0,0,0
LOC122596512,104,85,88,103
LOC122595271,617,1185,281,238
LOC122595272,353,283,969,1004
LOC122595805,520,853,4045,3761
LOC122595077,227,309,93,44
LOC122595076,421,394,807,549
LOC122595078,85,54,257,180
LOC122595382,573,1322,6118,3917
LOC122598073,18,21,21,11
LOC122598074,97,131,294,295
LOC122598440,1956,1319,2427,1775
LOC122597626,0,0,0,0
LOC122597627,2,3,0,1
LOC122596201,128,222,584,536
LOC122596202,24,14,50,33
LOC122596440,1867,1831,1602,1501
LOC122596602,156,165,262,219
LOC122595513,933,730,1663,1290
LOC122596554,216,160,208,120
LOC122596350,153,126,248,181
LOC122595603,558,368,561,457
LOC122597745,444,444,282,178
LOC122597628,0,0,0,1
LOC122597629,3,3,14,13
LOC122595874,279,328,170,238
LOC122596142,1655,1313,1286,1032
LOC122596158,1929,1810,1753,1276
LOC122596518,307,301,377,305
LOC122598649,13,13,10,9
LOC122597630,0,0,0,0
LOC122595224,7258,7452,2799,1578
LOC122597757,0,0,0,0
LOC122596296,1630,1574,1593,1341
LOC122598319,4,7,28,22
LOC122597806,118,42,74,132
LOC122595747,2701,2488,1521,1220
LOC122597632,0,0,0,0
LOC122596421,589,690,757,582
LOC122594971,222,266,657,540
LOC122594969,10,17,131,120
LOC122595810,0,0,0,0
LOC122597791,984,968,902,674
LOC122595865,545,1336,4972,2484
LOC122595620,2529,1796,1591,1345
LOC122594960,1,0,0,0
LOC122594959,3675,3217,6931,5170
LOC122597633,2,0,0,1
LOC122597883,87,54,113,86
LOC122597882,70,35,67,73
LOC122596398,1223,1034,1514,1103
LOC122596531,0,0,0,0
LOC122596530,86,65,189,168
LOC122597635,3,7,8,3
LOC122596562,44,32,54,44
LOC122596560,308,301,923,689
LOC122598666,0,1,4,2
LOC122595227,1686,2093,4619,3309
LOC122597636,15,18,31,28
LOC122597770,45,71,154,93
TRNAA-AGC_7,0,1,0,0
LOC122598682,974,792,213,143
LOC122595477,4130,2883,1694,1048
TRNAS-GCU_1,0,0,0,0
LOC122597637,0,0,0,0
LOC122597638,0,0,0,0
LOC122596226,260,243,1201,877
LOC122598202,1160,1046,4023,3206
LOC122596079,358,244,458,314
LOC122596182,452,458,1550,1209
LOC122596616,97,153,443,340
LOC122596549,42,48,106,117
LOC122596136,1382,1568,1724,1279
LOC122595074,3546,2612,2389,2076
LOC122595848,3465,3741,3054,2615
LOC122596179,1252,1400,1526,1287
LOC122595617,631,528,690,455
LOC122597639,48,41,0,0
LOC122597908,3727,2651,35,11
LOC122597640,1,0,0,0
LOC122596012,1335,1314,813,649
LOC122596540,567,478,240,182
LOC122597641,0,0,0,0
LOC122598641,273,171,5,0
LOC122596064,680,809,1286,912
LOC122596365,311,314,332,285
LOC122595594,800,695,141,130
LOC122595811,841,743,2145,1691
LOC122596043,376,340,345,285
LOC122597642,17,20,24,24
LOC122597821,833,833,1087,842
LOC122596003,403,407,412,387
LOC122597851,619,601,386,332
LOC122595991,334,327,856,748
LOC122595675,13734,7877,38741,38473
LOC122595468,822,767,698,556
LOC122596094,630,565,535,384
LOC122595336,171,141,158,199
LOC122595335,1255,720,186,88
LOC122595766,341,571,1236,835
LOC122595656,900,1201,1659,1180
LOC122596298,112,162,252,199
LOC122596191,279,264,344,414
LOC122595638,342,278,644,651
LOC122596446,319,224,129,124
LOC122596795,90,79,165,111
LOC122595344,1014,1051,1470,992
LOC122595229,281,339,776,570
LOC122598654,765,838,531,332
LOC122598001,254,446,2366,1539
LOC122595064,13938,8681,5043,4044
LOC122597643,0,0,0,0
LOC122597644,0,0,0,0
LOC122594854,0,0,0,0
LOC122595588,4,70,178,1
LOC122595587,0,83,204,0
LOC122595087,1990,1804,2161,1512
LOC122597645,0,0,1,0
LOC122594908,0,0,0,0
LOC122594886,0,0,0,0
LOC122594933,0,0,0,0
LOC122597646,5,0,2,3
LOC122597647,0,0,0,0
LOC122597649,0,0,0,0
LOC122597652,0,0,0,0
LOC122598648,9,3,1,0
LOC122597653,0,0,0,0
LOC122596623,3,8,9,5
LOC122596622,55,65,138,79
LOC122597654,1,0,0,0
LOC122597655,0,0,0,0
LOC122597656,0,0,0,0
LOC122596180,3521,6189,16932,9118
LOC122596428,2109,1872,2065,1408
LOC122596002,425,331,783,623
LOC122597738,35,34,132,132
LOC122596470,100,197,693,698
LOC122598407,6,3,11,9
LOC122595645,218,224,339,227
LOC122598705,4,9,10,16
LOC122597933,217,423,106,103
LOC122597657,18,7,8,11
LOC122598184,1,2,16,5
LOC122598361,0,0,9,5
LOC122598717,0,1,2,0
LOC122598026,194,101,178,90
LOC122598045,1814,1520,1998,1788
LOC122598388,4,9,7,6
LOC122596642,736,560,1183,828
LOC122597804,292,448,992,451
LOC122598489,135,95,15,13
LOC122597658,1,0,0,0
LOC122595121,1,1,0,0
LOC122595119,701,939,435,287
LOC122597659,0,0,0,0
LOC122595682,1311,1004,656,537
LOC122597661,0,0,0,0
LOC122596104,748,614,674,567
LOC122598285,314,477,941,688
LOC122596507,10,26,203,155
LOC122597826,404,344,1456,1292
LOC122596585,665,794,1560,930
LOC122596586,161,160,176,153
LOC122594995,7710,6582,5792,4957
LOC122595464,760,832,1628,1279
LOC122595255,687,588,1034,825
LOC122596137,413,289,269,237
LOC122595045,3492,3416,5796,5032
LOC122598557,696,564,527,390
LOC122596300,1258,1477,2185,1619
LOC122595999,407,411,762,621
LOC122598597,21,17,28,22
LOC122595485,254,387,2068,2069
LOC122594865,136,161,174,91
LOC122597662,3,2,11,1
LOC122594866,0,1,1,0
LOC122596786,310,319,225,155
LOC122596293,332,319,451,388
LOC122596036,1549,1956,2220,1552
LOC122595175,1217,1152,1681,1096
LOC122598148,22,41,72,63
LOC122598147,1066,1823,128,115
LOC122595965,300,466,650,404
LOC122597663,0,0,0,0
LOC122597743,81,128,18,29
LOC122598006,76,92,60,29
LOC122598661,9,20,31,27
LOC122597665,24,8,1,53
LOC122598156,304,494,88,88
LOC122596419,1699,1961,1630,1241
LOC122597922,17,20,59,50
LOC122595296,1727,1442,1125,848
LOC122595876,899,693,1099,713
LOC122595112,5396,5484,3916,3211
LOC122597666,0,0,0,0
TRNAG-GCC_5,0,0,0,0
LOC122597088,108,86,144,79
LOC122597089,16,10,19,13
LOC122596719,568,391,193,137
LOC122595723,1912,2038,3635,3029
LOC122597747,632,964,260,172
LOC122595469,1056,874,795,613
LOC122597667,28,39,22,13
LOC122595318,394,1295,6916,4311
LOC122594987,575,421,1030,1445
LOC122595529,263,546,2124,1444
LOC122595183,10505,10363,6088,3533
LOC122598551,1,1,20,13
LOC122598481,23,26,39,28
LOC122598270,1981,1430,4194,3503
LOC122595668,3564,3667,6072,4304
LOC122598646,1375,1396,4030,2859
LOC122596743,6881,7010,6378,5433
LOC122596667,1712,1051,717,545
LOC122598271,6,9,7,10
LOC122595448,453,454,1477,1317
LOC122596430,606,567,485,326
LOC122595423,2445,1348,285,293
LOC122595424,12,9,1,3
LOC122596001,1308,979,1707,1264
LOC122595294,560,508,706,607
LOC122596583,89,142,111,109
LOC122598554,1,2,3,4
LOC122597760,38,94,284,240
LOC122597669,2,2,2,4
LOC122597670,0,0,0,0
LOC122597605,730,684,317,285
LOC122598573,662,647,1364,1008
LOC122598574,164,157,1109,948
LOC122598575,6,24,3,4
LOC122597895,1410,1185,22191,19959
LOC122598349,12,13,13,9
LOC122596228,641,644,849,715
LOC122596792,20856,33619,876,646
LOC122598478,2,4,1,0
LOC122594894,1,6,3,0
TRNAS-GCU_2,0,0,0,0
LOC122595584,3214,4036,9424,6229
LOC122595135,3540,2576,1622,1140
LOC122595136,4,2,1,3
LOC122596450,9,89,200,139
LOC122595510,20,57,289,198
LOC122596538,18,47,176,131
LOC122597671,0,0,1,1
LOC122594937,0,2,10,2
LOC122595250,1978,1897,3406,2913
LOC122595862,1633,1329,1684,1281
LOC122595629,153,184,253,173
LOC122595630,0,2,4,3
LOC122597672,68,46,147,157
LOC122595996,52,35,190,158
LOC122595673,768,760,1551,1254
LOC122595664,778,707,578,442
LOC122597673,7,15,12,4
LOC122596200,868,981,1377,807
LOC122597674,0,0,0,0
LOC122597675,0,0,0,0
LOC122594982,0,0,0,1
LOC122595113,4009,2865,2742,2344
LOC122595203,1587,1477,2029,1443
LOC122597676,0,0,0,0
TRNAN-GUU_6,0,0,0,0
LOC122596204,461,403,383,326
LOC122596203,247,301,921,854
LOC122595760,991,877,3993,3612
LOC122595048,4710,3174,2068,2001
LOC122595047,1347,2273,2117,1096
LOC122598466,3460,3521,2341,1733
LOC122596281,367,410,673,406
LOC122598245,82,69,59,35
LOC122597677,7,20,13,3
LOC122597679,0,0,0,0
LOC122598685,8,9,9,8
LOC122596558,186,191,249,234
LOC122598080,28,18,36,22
LOC122595205,1641,2112,3906,3408
LOC122595456,1787,2298,6587,5966
LOC122595939,426,343,651,607
LOC122596697,136,104,132,115
LOC122596266,52,36,195,130
LOC122595900,192,160,384,305
LOC122595901,35,53,83,54
LOC122597856,156,142,282,191
LOC122598679,6,2,11,6
LOC122598678,146,112,247,138
LOC122598677,46,26,15,16
LOC122598248,143,148,118,59
LOC122596704,209,337,2672,1687
LOC122596026,892,840,1528,1119
LOC122598218,15,18,56,36
LOC122597724,213,158,108,91
LOC122598611,1,2,4,4
LOC122595780,5072,4928,2913,2974
LOC122597680,0,0,0,0
LOC122597984,651,661,994,567
LOC122596169,65,68,172,174
LOC122597014,13,44,136,90
LOC122598696,1,2,6,7
LOC122597375,640,1084,5103,3603
LOC122596028,109,162,600,494
LOC122597681,0,0,0,0
LOC122598694,10058,10509,21018,20793
LOC122597682,12,15,1,2
LOC122595596,440,389,1008,677
LOC122594999,309,1297,10006,8826
LOC122595818,371,316,474,375
LOC122595975,190,258,542,332
LOC122596363,47,92,168,170
LOC122597941,454,362,477,370
LOC122598626,0,1,1,1
LOC122597684,1,5,12,11
LOC122594951,12,19,52,34
LOC122596124,69,89,185,77
LOC122596387,179,210,332,237
LOC122596802,172,168,139,102
LOC122595467,1031,935,1824,1539
TRNAA-UGC,0,0,0,0
LOC122595505,621,586,4191,3788
LOC122595341,4458,8684,72953,51786
LOC122597685,4,11,47,38
LOC122595340,643,506,1131,1148
LOC122596024,62,50,240,205
LOC122596584,121,115,263,184
LOC122594839,12364,10131,5774,4816
LOC122597686,0,0,0,0
LOC122597727,0,1,3,0
LOC122596436,134,114,134,173
LOC122597687,1,0,1,1
LOC122596454,2271,2011,1616,1562
LOC122595977,557,676,2373,2116
LOC122595746,342,410,571,517
LOC122598393,46,40,51,58
LOC122596144,1600,1224,1307,1051
LOC122596732,386,300,178,156
LOC122597688,0,0,0,0
TRNAL-CAA_4,0,0,0,0
LOC122595655,699,964,4690,4154
LOC122595056,2557,2534,4304,3581
LOC122596764,92,82,76,42
LOC122598414,27,37,36,20
LOC122596644,775,791,646,507
LOC122598072,18,25,25,8
LOC122598663,4,11,12,1
LOC122596718,507,655,535,368
LOC122598621,0,1,1,2
LOC122598024,36,39,50,30
LOC122595640,1368,1159,934,698
LOC122595765,1196,919,1544,1342
LOC122595273,3322,2408,4280,3198
LOC122595646,186,334,3352,3110
LOC122596621,49,49,434,268
LOC122596747,33,36,340,212
LOC122598644,0,2,3,5
LOC122594986,0,0,0,0
LOC122595691,0,0,0,2
LOC122595690,14,5,81,107
LOC122598538,21,9,14,13
LOC122595578,434,339,482,433
LOC122594975,658,489,985,894
LOC122594974,671,678,1234,1025
LOC122594973,54,56,87,74
LOC122594972,0,0,0,0
LOC122597986,611,475,896,715
LOC122597981,51,36,161,173
LOC122595534,85,155,420,290
LOC122596252,980,2430,8911,6234
LOC122597982,2451,2635,3049,2290
LOC122596597,719,623,494,432
LOC122597813,305,246,136,90
LOC122595151,0,0,0,0
LOC122597692,0,0,0,0
LOC122595662,519,435,592,467
LOC122595687,1769,1618,1712,1373
LOC122598030,35,33,31,41
LOC122598201,49,38,44,60
LOC122595839,210,50,212,213
LOC122598549,2,3,13,9
LOC122595784,206,262,564,446
LOC122595786,21,22,79,41
LOC122595785,1,0,1,0
LOC122597693,2,0,0,1
LOC122597694,0,0,0,0
LOC122597695,1,0,0,0
LOC122598235,2,6,14,12
LOC122594903,1260,1929,3418,2080
LOC122595126,0,0,0,0
LOC122594880,0,0,0,0
LOC122598596,0,1,7,8
LOC122598453,10,15,35,16
LOC122594829,3,1,0,3
LOC122595453,1007,1297,1722,1280
LOC122597696,1,1,4,0
LOC122597698,0,0,1,0
LOC122597700,4,13,24,5
LOC122596000,310,301,234,315
LOC122595934,334,306,235,164
LOC122595595,1051,750,1111,1027
LOC122595189,974,1112,2335,1942
LOC122595191,248,131,328,422
LOC122597701,0,0,0,0
LOC122598383,58,38,41,34
LOC122597967,369,719,833,747
LOC122595362,1814,1642,1531,1129
LOC122594935,8,11,6,4
LOC122595005,0,0,0,1
LOC122597702,48,50,39,47
LOC122595297,389,380,852,1056
LOC122597703,0,0,0,0
LOC122598213,83,77,38,32
LOC122595674,251,151,603,589
LOC122595225,3138,3113,4131,3657
LOC122594965,408,261,46,31
LOC122598344,259,328,23,20
LOC122598177,27,34,113,126
LOC122598620,19,14,73,43
LOC122595397,1533,2087,2874,2635
LOC122597867,87,90,71,57
LOC122595727,2,4,8,9
LOC122595929,415,491,490,370
LOC122596806,374,464,1371,1290
LOC122596631,14,21,248,288
LOC122595972,83,83,88,43
LOC122595971,515,341,110,75
LOC122594884,0,2,1,0
LOC122598241,144,18,34,182
LOC122595200,2208,2233,2537,1974
LOC122598117,1115,707,960,738
LOC122595695,1045,839,1220,918
TRNAE-UUC_5,0,0,0,0
LOC122598269,23,23,55,41
LOC122596565,5250,4460,4286,3555
LOC122596596,753,615,483,550
LOC122596074,546,447,461,336
TRNAP-UGG_13,0,0,0,0
LOC122597705,0,0,0,0
LOC122595757,1288,1441,2141,1335
LOC122595473,1377,1353,1034,814
LOC122595718,437,549,627,512
LOC122597706,1,0,0,1
LOC122596287,238,317,1517,1300
LOC122597320,1,2,23,9
LOC122597318,0,0,0,0
LOC122596152,98,120,328,208
LOC122596151,132,125,607,533
LOC122596244,197,322,999,605
LOC122597708,0,0,0,0
LOC122598449,2,4,10,9
LOC122596111,118,150,387,252
LOC122597709,108,58,4,4
LOC122595474,445,505,802,591
LOC122598446,263,206,314,218
LOC122598000,210,193,1477,1127
LOC122596768,48,46,270,355
LOC122597710,0,0,0,0
LOC122595707,126,167,233,182
LOC122597711,4,2,3,3
LOC122597830,90,122,205,121
LOC122596206,2018,2204,1324,1024
LOC122598419,1046,1098,3048,2902
LOC122596047,82,90,924,427
LOC122595600,435,364,1172,989
LOC122595940,5352,4897,2782,1300
LOC122598655,11,2,17,15
LOC122598275,2,13,101,154
LOC122598589,0,0,0,0
LOC122597712,3,0,2,1
LOC122598341,2,6,15,14
LOC122596062,736,569,886,673
LOC122595101,3492,1060,1899,1621
LOC122595905,358,327,538,431
LOC122596726,11,17,98,29
LOC122596745,0,2,0,0
LOC122596744,518,487,666,584
LOC122595325,235,252,259,176
LOC122595327,1,0,0,2
LOC122595323,1576,1320,1343,1006
LOC122595326,514,521,647,533
LOC122598469,13,10,3,1
LOC122598347,337,262,350,260
LOC122595670,2,4,1,0
LOC122595669,313,352,511,395
LOC122595176,9575,9124,7735,6301
LOC122595815,562,545,588,427
LOC122595201,872,972,502,274
LOC122595202,1101,1058,2508,2122
LOC122596547,233,774,1897,1079
LOC122596657,371,341,780,499
LOC122596150,723,923,140,143
LOC122598193,629,558,296,244
LOC122596370,740,664,490,396
LOC122595433,584,1044,2258,2216
LOC122595434,559,707,1212,889
LOC122597714,0,0,0,1
LOC122595298,734,610,1244,995
LOC122596233,962,1059,1872,1361
LOC122596234,21,14,38,29
LOC122595117,103,127,215,162
LOC122595118,40,65,142,144
LOC122595988,998,754,973,814
LOC122597716,1,0,0,0
LOC122598093,0,0,0,0
LOC122597717,0,0,0,0
LOC122595570,2347,2486,2018,1382
LOC122598278,2604,1939,3305,2451
LOC122595192,1353,1511,10659,9432
LOC122598493,0,0,0,1
LOC122595235,0,0,0,0
LOC122595974,1365,1261,1806,1308
LOC122597901,1795,1680,1269,976
LOC122598531,16,5,30,12
LOC122595179,450,461,2005,1649
LOC122598643,4,1,8,5
LOC122597718,0,0,0,0
LOC122594952,15228,17479,32899,21206
LOC122598605,737,527,929,744
LOC122598606,1373,3012,47200,31924
LOC122595699,1636,1911,2474,1924
LOC122595698,2131,2170,2431,1556
LOC122597719,0,0,0,0
LOC122596698,215,127,104,50
LOC122596575,2163,2724,1653,1200
LOC122597720,0,0,0,0
LOC122598125,2,405,349,3
LOC122600584,220,230,1075,1047
LOC122600466,612,481,1353,999
LOC122599378,0,0,0,0
LOC122599381,0,0,0,0
LOC122602181,392,576,9,0
LOC122599469,4308,2961,2797,1998
LOC122599470,1805,1628,2459,1905
LOC122602319,0,1,3,3
LOC122599246,385,297,561,387
LOC122599245,379,326,385,285
LOC122599021,557,507,1584,1491
LOC122599023,5,2,15,11
LOC122599022,0,1,1,2
LOC122599383,0,2,1,1
LOC122600632,425,338,663,529
LOC122598861,147,146,381,314
LOC122598862,4,9,44,46
LOC122598860,143,138,313,279
LOC122598858,43,45,58,40
LOC122599617,1099,801,1038,727
LOC122599385,0,0,0,0
LOC122600472,516,435,269,199
LOC122599627,4753,5903,31615,24377
LOC122599087,37,0,0,83
LOC122600742,140,208,748,377
LOC122599384,1271,988,1327,1060
LOC122599045,3822,2750,3796,3200
LOC122599047,17,19,29,9
LOC122599046,516,500,640,482
LOC122599388,5,4,1,2
LOC122600386,8,22,133,142
LOC122599437,516,509,1123,939
LOC122599435,50,38,118,64
LOC122599389,1,2,3,1
LOC122602049,2,0,1,2
LOC122600252,1204,856,1109,974
LOC122600969,484,521,121,33
LOC122599521,3028,1432,3156,2503
LOC122602225,1,4,3,1
LOC122602188,32,29,29,15
LOC122599394,0,0,0,0
LOC122599395,0,0,0,0
LOC122598935,0,1,0,0
LOC122599398,4,1,0,0
LOC122602105,1140,1734,11,5
LOC122602418,2,2,1,2
LOC122600545,57,69,131,92
LOC122601957,97,25,8,14
LOC122600762,401,442,740,523
LOC122599285,1344,1261,1097,860
LOC122600738,4689,3394,2426,1785
LOC122599716,31,25,126,109
LOC122599405,0,0,0,0
LOC122599976,226,160,944,1159
LOC122600366,74,81,77,59
LOC122600365,456,443,669,427
LOC122602284,2,0,19,82
LOC122599592,165,113,811,789
TRNAL-AAG_5,0,0,0,0
LOC122599407,1,1,0,0
LOC122599410,0,0,0,0
LOC122600197,133,149,244,238
LOC122599413,0,0,0,0
LOC122602135,3,0,8,4
LOC122601927,59,23,43,88
LOC122602130,1,2,5,7
LOC122600642,322,296,817,566
LOC122599416,59,193,52,33
LOC122602371,103,128,259,199
LOC122599589,468,263,276,335
LOC122601925,0,0,0,0
LOC122600950,0,0,1,0
LOC122599421,2,6,0,1
LOC122602094,6,8,24,4
LOC122602093,205,146,66,86
LOC122598846,111,159,268,232
LOC122602336,284,503,643,414
LOC122598815,706,547,361,214
LOC122599621,744,957,1161,1001
LOC122599325,623,765,795,639
LOC122599280,45,114,896,1055
LOC122600233,126,132,291,202
LOC122600053,3139,3398,2220,2026
LOC122600559,95,109,193,139
LOC122598793,3,11,162,150
TRNAE-UUC_6,0,0,0,0
LOC122599761,0,1,9,1
LOC122600091,29,29,126,70
LOC122600092,10,14,47,35
LOC122602166,1,0,0,0
LOC122599423,1,3,3,0
LOC122600926,9,5,3,0
LOC122600927,0,0,0,0
LOC122599424,0,0,0,0
LOC122599425,1,0,0,0
LOC122599881,279,411,630,336
LOC122600923,25,24,50,30
LOC122600049,439,438,536,422
LOC122599833,0,0,0,0
LOC122599064,4410,4329,4843,4061
LOC122599703,81,100,520,442
LOC122599704,1,1,0,3
LOC122599440,1164,899,1407,1036
LOC122600871,169,123,197,289
LOC122600342,19,9,10,11
LOC122600343,6,2,1,3
LOC122600341,79,33,87,78
LOC122599432,0,0,0,0
LOC122602085,3,9,79,53
LOC122600160,123,199,473,395
LOC122600928,18,76,156,22
LOC122602278,3,17,41,6
LOC122598847,173,141,169,113
LOC122598832,58,114,209,175
LOC122602155,61,26,3,4
LOC122600885,287,308,91,53
LOC122600515,16,35,60,40
LOC122600357,341,157,181,104
LOC122600851,539,316,604,499
LOC122599411,781,707,777,606
LOC122598877,0,1,0,0
LOC122600959,10,19,49,16
LOC122599446,1,0,0,0
LOC122598796,593,361,382,289
LOC122602238,19,20,44,40
LOC122598795,24,25,14,13
LOC122598794,11,6,1,50
LOC122599257,1603,1861,6345,4871
LOC122600946,178,171,132,96
LOC122602197,0,2,1,0
LOC122601966,45,105,245,216
LOC122599885,199,158,190,158
LOC122599450,94,50,8,6
LOC122601085,158,146,237,179
LOC122599452,0,1,1,0
LOC122599891,391,462,361,348
LOC122598986,2,2,0,0
LOC122599453,0,3,0,0
LOC122599460,0,0,0,0
LOC122599796,306,308,429,296
LOC122600034,1167,964,1226,1144
LOC122600152,523,503,411,238
LOC122599397,2196,2468,2923,2019
LOC122600614,35,52,226,159
LOC122600781,182,299,1339,605
LOC122599462,0,0,0,0
LOC122599464,6,3,4,1
LOC122600364,15544,9538,641,492
TRNAS-GCU_3,0,0,0,0
LOC122599465,1,1,0,0
LOC122600621,493,518,1119,1173
LOC122599466,0,0,0,0
LOC122599728,705,770,708,547
LOC122599467,1,0,0,3
LOC122599887,474,476,1061,965
LOC122599878,1095,999,1513,1332
LOC122599472,0,0,0,0
LOC122599155,2241,2135,2952,2449
LOC122600302,9507,4942,39,34
LOC122602360,8,6,14,5
LOC122598896,18,20,26,25
LOC122598897,29,366,622,29
LOC122599473,0,0,0,0
LOC122600895,22,31,107,40
LOC122600476,152,108,179,161
LOC122600688,480,500,1158,1031
LOC122599475,150,141,594,395
LOC122599476,1,0,1,1
LOC122600286,62,71,205,144
LOC122600544,60,67,132,117
LOC122599279,2862,2569,3013,2276
LOC122602335,147,104,21,6
LOC122599482,303,247,345,264
LOC122599020,191,172,548,359
LOC122599483,0,0,0,0
LOC122599486,0,0,0,0
LOC122599488,0,0,0,0
LOC122598992,0,0,0,0
LOC122599752,195,219,551,467
LOC122600475,2180,2007,1956,1629
LOC122598812,2,5,17,16
LOC122599491,0,0,0,0
LOC122599234,3850,3540,2297,1961
LOC122600289,777,728,473,306
LOC122602032,735,577,680,529
LOC122599684,82,15,27,111
LOC122600670,69,83,111,88
LOC122599776,355,334,550,371
LOC122602098,1348,1359,1736,1493
LOC122599494,158,349,329,245
LOC122600792,315,324,478,382
LOC122599555,32,53,131,95
LOC122599496,1,0,13,4
LOC122602242,43,29,46,16
